Quận 2,89.5
Quận 1,84.6
Quận 3,84.6
Quận 4,84.6
Quận 9,77.25
Quận 5,69.8
Quận 7,65.25
Quận 11,62.349999999999994
Phú Nhuận,59.65
Tân Bình,58.7975
Quận 10,58.25
Tân Phú,51.324999999999996
Bình Chánh,45.3475
Quận 12,44.35
Bình Tân,42.775
Bình Thạnh,42.775
Cần Giờ,42.775
Củ Chi,42.775
Gò Vấp,42.775
Hóc Môn,42.775
Nhà Bè,42.775
Thủ Đức,42.775
Quận 8,39.1
Quận 6,34.9

