Ngọc Lâm,77.25
Bồ Đề,69.65
Ngọc Thụy,62.45
Long Biên,58.25
Gia Thụy,53.35
Sài Đồng,47.65
Việt Hưng,46.45
Phúc Đồng,46.15
Thạch Bàn,42.25
Đức Giang,41.949999999999996
Thượng Thanh,35.5
Giang Biên,25.9
Phúc Lợi,25.9
Cự Khối,22.75

